,function,sup1,sup2,sup3,sup4,sup5,salary,gender,disabled,race,yearsinposition,yearsinprofession,age,cred1,cred2,highestdegree,inst1,inst2,inst3,inst4,inst5,instbudget,city,state,zip,country,category,instsize,insttype,b19013_001,median,mean,pop,no_male_hs_p,no_female_hs_p,at_least_hs_male_p,at_least_hs_female_p,at_least_bach_male_p,at_least_bach_female_p,male_unemployment,female_unemployment,snap,renter,median_rent,foreign_born,value_for_owner-occupied_housing_units:__total:_,"value_for_owner-occupied_housing_units:__less_than_$10,000_","value_for_owner-occupied_housing_units:__$10,000_to_$14,999_","value_for_owner-occupied_housing_units:__$15,000_to_$19,999_","value_for_owner-occupied_housing_units:__$20,000_to_$24,999_","value_for_owner-occupied_housing_units:__$25,000_to_$29,999_","value_for_owner-occupied_housing_units:__$30,000_to_$34,999_","value_for_owner-occupied_housing_units:__$35,000_to_$39,999_","value_for_owner-occupied_housing_units:__$40,000_to_$49,999_","value_for_owner-occupied_housing_units:__$50,000_to_$59,999_","value_for_owner-occupied_housing_units:__$60,000_to_$69,999_","value_for_owner-occupied_housing_units:__$70,000_to_$79,999_","value_for_owner-occupied_housing_units:__$80,000_to_$89,999_","value_for_owner-occupied_housing_units:__$90,000_to_$99,999_","value_for_owner-occupied_housing_units:__$100,000_to_$124,999_","value_for_owner-occupied_housing_units:__$125,000_to_$149,999_","value_for_owner-occupied_housing_units:__$150,000_to_$174,999_","value_for_owner-occupied_housing_units:__$175,000_to_$199,999_","value_for_owner-occupied_housing_units:__$200,000_to_$249,999_","value_for_owner-occupied_housing_units:__$250,000_to_$299,999_","value_for_owner-occupied_housing_units:__$300,000_to_$399,999_","value_for_owner-occupied_housing_units:__$400,000_to_$499,999_","value_for_owner-occupied_housing_units:__$500,000_to_$749,999_","value_for_owner-occupied_housing_units:__$750,000_to_$999,999_","value_for_owner-occupied_housing_units:__$1,000,000_or_more_",sex_by_age:__male:_,sex_by_age:__male:_under_5_years_,sex_by_age:__male:_5_to_9_years_,sex_by_age:__male:_10_to_14_years_,sex_by_age:__male:_15_to_17_years_,sex_by_age:__male:_18_and_19_years_,sex_by_age:__male:_20_years_,sex_by_age:__male:_21_years_,sex_by_age:__male:_22_to_24_years_,sex_by_age:__male:_25_to_29_years_,sex_by_age:__male:_30_to_34_years_,sex_by_age:__male:_35_to_39_years_,sex_by_age:__male:_40_to_44_years_,sex_by_age:__male:_45_to_49_years_,sex_by_age:__male:_50_to_54_years_,sex_by_age:__male:_55_to_59_years_,sex_by_age:__male:_60_and_61_years_,sex_by_age:__male:_62_to_64_years_,sex_by_age:__male:_65_and_66_years_,sex_by_age:__male:_67_to_69_years_,sex_by_age:__male:_70_to_74_years_,sex_by_age:__male:_75_to_79_years_,sex_by_age:__male:_80_to_84_years_,sex_by_age:__male:_85_years_and_over_,sex_by_age:__female:_,sex_by_age:__female:_under_5_years_,sex_by_age:__female:_5_to_9_years_,sex_by_age:__female:_10_to_14_years_,sex_by_age:__female:_15_to_17_years_,sex_by_age:__female:_18_and_19_years_,sex_by_age:__female:_20_years_,sex_by_age:__female:_21_years_,sex_by_age:__female:_22_to_24_years_,sex_by_age:__female:_25_to_29_years_,sex_by_age:__female:_30_to_34_years_,sex_by_age:__female:_35_to_39_years_,sex_by_age:__female:_40_to_44_years_,sex_by_age:__female:_45_to_49_years_,sex_by_age:__female:_50_to_54_years_,sex_by_age:__female:_55_to_59_years_,sex_by_age:__female:_60_and_61_years_,sex_by_age:__female:_62_to_64_years_,sex_by_age:__female:_65_and_66_years_,sex_by_age:__female:_67_to_69_years_,sex_by_age:__female:_70_to_74_years_,sex_by_age:__female:_75_to_79_years_,sex_by_age:__female:_80_to_84_years_,sex_by_age:__female:_85_years_and_over_,commute_over_60,full_time,part_time,high_rent_burden,extreme_rent_burden
1638,position9,0,0,0,45,0,46350,Man,FALSE,Caucasian,1,9,27,FALSE,FALSE,Master's Degree,2,1,0,61,2,375000,Austin,TX,78704,United States,one,5095,Private Institution,47336,47497,64064,42117,8.969320487,8.834051252,91.03067951,91.16594875,53.23275862,56.77155582,7.053072626,3.685358807,7.672658923,63.30425563,895,11.65897732,7614,40,10,16,8,0,0,0,39,12,42,40,40,38,207,197,491,349,811,830,2117,1262,851,157,57,21622,1172,1041,678,397,518,276,288,1476,3443,2988,2171,1715,1264,1336,1039,293,570,198,227,181,121,79,151,19994,1261,819,794,468,721,309,253,1672,3184,2241,1407,1441,1112,1035,1016,288,416,254,165,347,279,259,253,5.433481532,76.87008559,23.12991441,48.18424058,23.93604872
1637,position1,1,0,0,61,2,65780,Man,FALSE,Caucasian,5,14,33,FALSE,TRUE,Master's Degree,2,1,0,61,2,375000,Austin,TX,78704,United States,one,5095,Private Institution,47336,47497,64064,42117,8.969320487,8.834051252,91.03067951,91.16594875,53.23275862,56.77155582,7.053072626,3.685358807,7.672658923,63.30425563,895,11.65897732,7614,40,10,16,8,0,0,0,39,12,42,40,40,38,207,197,491,349,811,830,2117,1262,851,157,57,21622,1172,1041,678,397,518,276,288,1476,3443,2988,2171,1715,1264,1336,1039,293,570,198,227,181,121,79,151,19994,1261,819,794,468,721,309,253,1672,3184,2241,1407,1441,1112,1035,1016,288,416,254,165,347,279,259,253,5.433481532,76.87008559,23.12991441,48.18424058,23.93604872
1626,position11,0,0,1,10,0,53000,Woman,FALSE,Caucasian,5,10,33,FALSE,FALSE,Master's Degree,13,11,11,300,0,8000000,San Marcos,TX,78666,United States,one,34225,Public Institution,34238,34976,45893,63836,16.56272147,17.02554871,83.43727853,82.97445129,30.58114812,31.28851347,5.987186954,5.32375741,8.922907185,59.72049832,829,6.43713783,8762,190,178,294,143,93,236,170,235,369,303,267,507,345,1039,782,1102,549,810,441,360,133,127,47,42,31191,1666,1797,1662,1032,2805,1680,1631,4808,2881,1718,1591,1482,1229,995,1333,371,445,256,470,550,344,290,155,30762,1567,1130,1333,1286,3895,1622,2179,3307,2288,1412,1695,1166,1163,1430,1085,531,661,432,552,419,593,626,390,7.497344058,59.65393424,40.34606576,62.68955431,38.13409283
1631,position9,0,0,2,80,0,57000,Man,FALSE,African American,10,15,40,FALSE,FALSE,Master's Degree,13,11,11,300,0,8000000,San Marcos,TX,78666,United States,one,34225,Public Institution,34238,34976,45893,63836,16.56272147,17.02554871,83.43727853,82.97445129,30.58114812,31.28851347,5.987186954,5.32375741,8.922907185,59.72049832,829,6.43713783,8762,190,178,294,143,93,236,170,235,369,303,267,507,345,1039,782,1102,549,810,441,360,133,127,47,42,31191,1666,1797,1662,1032,2805,1680,1631,4808,2881,1718,1591,1482,1229,995,1333,371,445,256,470,550,344,290,155,30762,1567,1130,1333,1286,3895,1622,2179,3307,2288,1412,1695,1166,1163,1430,1085,531,661,432,552,419,593,626,390,7.497344058,59.65393424,40.34606576,62.68955431,38.13409283
1632,position3,4,4,3,150,0,72000,Woman,FALSE,Caucasian,10,18,45,FALSE,FALSE,Master's Degree,13,11,11,300,0,8000000,San Marcos,TX,78666,United States,one,34225,Public Institution,34238,34976,45893,63836,16.56272147,17.02554871,83.43727853,82.97445129,30.58114812,31.28851347,5.987186954,5.32375741,8.922907185,59.72049832,829,6.43713783,8762,190,178,294,143,93,236,170,235,369,303,267,507,345,1039,782,1102,549,810,441,360,133,127,47,42,31191,1666,1797,1662,1032,2805,1680,1631,4808,2881,1718,1591,1482,1229,995,1333,371,445,256,470,550,344,290,155,30762,1567,1130,1333,1286,3895,1622,2179,3307,2288,1412,1695,1166,1163,1430,1085,531,661,432,552,419,593,626,390,7.497344058,59.65393424,40.34606576,62.68955431,38.13409283
1633,position22,0,3,1,25,0,55000,Man,FALSE,Hispanic,2,2,37,FALSE,FALSE,Master's Degree,13,11,11,300,0,8000000,San Marcos,TX,78666,United States,one,34225,Public Institution,34238,34976,45893,63836,16.56272147,17.02554871,83.43727853,82.97445129,30.58114812,31.28851347,5.987186954,5.32375741,8.922907185,59.72049832,829,6.43713783,8762,190,178,294,143,93,236,170,235,369,303,267,507,345,1039,782,1102,549,810,441,360,133,127,47,42,31191,1666,1797,1662,1032,2805,1680,1631,4808,2881,1718,1591,1482,1229,995,1333,371,445,256,470,550,344,290,155,30762,1567,1130,1333,1286,3895,1622,2179,3307,2288,1412,1695,1166,1163,1430,1085,531,661,432,552,419,593,626,390,7.497344058,59.65393424,40.34606576,62.68955431,38.13409283
1628,position20,1,0,2,30,0,57000,Man,FALSE,Caucasian,15,27,56,FALSE,FALSE,Master's Degree,13,11,11,300,0,8000000,San Marcos,TX,78666,United States,one,34225,Public Institution,34238,34976,45893,63836,16.56272147,17.02554871,83.43727853,82.97445129,30.58114812,31.28851347,5.987186954,5.32375741,8.922907185,59.72049832,829,6.43713783,8762,190,178,294,143,93,236,170,235,369,303,267,507,345,1039,782,1102,549,810,441,360,133,127,47,42,31191,1666,1797,1662,1032,2805,1680,1631,4808,2881,1718,1591,1482,1229,995,1333,371,445,256,470,550,344,290,155,30762,1567,1130,1333,1286,3895,1622,2179,3307,2288,1412,1695,1166,1163,1430,1085,531,661,432,552,419,593,626,390,7.497344058,59.65393424,40.34606576,62.68955431,38.13409283
1627,position25,0,3,0,0,0,36000,Man,FALSE,Hispanic,5,5,42,FALSE,FALSE,No College Degree,13,11,11,300,0,8000000,San Marcos,TX,78666,United States,one,34225,Public Institution,34238,34976,45893,63836,16.56272147,17.02554871,83.43727853,82.97445129,30.58114812,31.28851347,5.987186954,5.32375741,8.922907185,59.72049832,829,6.43713783,8762,190,178,294,143,93,236,170,235,369,303,267,507,345,1039,782,1102,549,810,441,360,133,127,47,42,31191,1666,1797,1662,1032,2805,1680,1631,4808,2881,1718,1591,1482,1229,995,1333,371,445,256,470,550,344,290,155,30762,1567,1130,1333,1286,3895,1622,2179,3307,2288,1412,1695,1166,1163,1430,1085,531,661,432,552,419,593,626,390,7.497344058,59.65393424,40.34606576,62.68955431,38.13409283
1630,position6,0,0,2,35,0,53000,Woman,FALSE,Hispanic,7,7,29,FALSE,FALSE,Master's Degree,13,11,11,300,0,8000000,San Marcos,TX,78666,United States,one,34225,Public Institution,34238,34976,45893,63836,16.56272147,17.02554871,83.43727853,82.97445129,30.58114812,31.28851347,5.987186954,5.32375741,8.922907185,59.72049832,829,6.43713783,8762,190,178,294,143,93,236,170,235,369,303,267,507,345,1039,782,1102,549,810,441,360,133,127,47,42,31191,1666,1797,1662,1032,2805,1680,1631,4808,2881,1718,1591,1482,1229,995,1333,371,445,256,470,550,344,290,155,30762,1567,1130,1333,1286,3895,1622,2179,3307,2288,1412,1695,1166,1163,1430,1085,531,661,432,552,419,593,626,390,7.497344058,59.65393424,40.34606576,62.68955431,38.13409283
1625,position4,0,0,1,25,0,53000,Woman,FALSE,Caucasian,6,10,32,FALSE,FALSE,Master's Degree,13,11,11,300,0,8000000,San Marcos,TX,78666,United States,one,34225,Public Institution,34238,34976,45893,63836,16.56272147,17.02554871,83.43727853,82.97445129,30.58114812,31.28851347,5.987186954,5.32375741,8.922907185,59.72049832,829,6.43713783,8762,190,178,294,143,93,236,170,235,369,303,267,507,345,1039,782,1102,549,810,441,360,133,127,47,42,31191,1666,1797,1662,1032,2805,1680,1631,4808,2881,1718,1591,1482,1229,995,1333,371,445,256,470,550,344,290,155,30762,1567,1130,1333,1286,3895,1622,2179,3307,2288,1412,1695,1166,1163,1430,1085,531,661,432,552,419,593,626,390,7.497344058,59.65393424,40.34606576,62.68955431,38.13409283
1624,position10,0,3,0,2,0,65000,Woman,FALSE,Caucasian,15,25,52,FALSE,FALSE,Bachelor's Degree,13,11,11,300,0,8000000,San Marcos,TX,78666,United States,one,34225,Public Institution,34238,34976,45893,63836,16.56272147,17.02554871,83.43727853,82.97445129,30.58114812,31.28851347,5.987186954,5.32375741,8.922907185,59.72049832,829,6.43713783,8762,190,178,294,143,93,236,170,235,369,303,267,507,345,1039,782,1102,549,810,441,360,133,127,47,42,31191,1666,1797,1662,1032,2805,1680,1631,4808,2881,1718,1591,1482,1229,995,1333,371,445,256,470,550,344,290,155,30762,1567,1130,1333,1286,3895,1622,2179,3307,2288,1412,1695,1166,1163,1430,1085,531,661,432,552,419,593,626,390,7.497344058,59.65393424,40.34606576,62.68955431,38.13409283
1623,position20,0,0,1,15,0,39000,Man,FALSE,Caucasian,2,6,32,FALSE,FALSE,Master's Degree,13,11,11,300,0,8000000,San Marcos,TX,78666,United States,one,34225,Public Institution,34238,34976,45893,63836,16.56272147,17.02554871,83.43727853,82.97445129,30.58114812,31.28851347,5.987186954,5.32375741,8.922907185,59.72049832,829,6.43713783,8762,190,178,294,143,93,236,170,235,369,303,267,507,345,1039,782,1102,549,810,441,360,133,127,47,42,31191,1666,1797,1662,1032,2805,1680,1631,4808,2881,1718,1591,1482,1229,995,1333,371,445,256,470,550,344,290,155,30762,1567,1130,1333,1286,3895,1622,2179,3307,2288,1412,1695,1166,1163,1430,1085,531,661,432,552,419,593,626,390,7.497344058,59.65393424,40.34606576,62.68955431,38.13409283
1622,position15,0,0,0,15,0,39000,Man,FALSE,Hispanic,1,4,28,FALSE,FALSE,Master's Degree,13,11,11,300,0,8000000,San Marcos,TX,78666,United States,one,34225,Public Institution,34238,34976,45893,63836,16.56272147,17.02554871,83.43727853,82.97445129,30.58114812,31.28851347,5.987186954,5.32375741,8.922907185,59.72049832,829,6.43713783,8762,190,178,294,143,93,236,170,235,369,303,267,507,345,1039,782,1102,549,810,441,360,133,127,47,42,31191,1666,1797,1662,1032,2805,1680,1631,4808,2881,1718,1591,1482,1229,995,1333,371,445,256,470,550,344,290,155,30762,1567,1130,1333,1286,3895,1622,2179,3307,2288,1412,1695,1166,1163,1430,1085,531,661,432,552,419,593,626,390,7.497344058,59.65393424,40.34606576,62.68955431,38.13409283
1634,position14,0,0,0,1,0,36000,Man,FALSE,Hispanic,3,3,36,FALSE,FALSE,Bachelor's Degree,13,11,11,300,0,8000000,San Marcos,TX,78666,United States,one,34225,Public Institution,34238,34976,45893,63836,16.56272147,17.02554871,83.43727853,82.97445129,30.58114812,31.28851347,5.987186954,5.32375741,8.922907185,59.72049832,829,6.43713783,8762,190,178,294,143,93,236,170,235,369,303,267,507,345,1039,782,1102,549,810,441,360,133,127,47,42,31191,1666,1797,1662,1032,2805,1680,1631,4808,2881,1718,1591,1482,1229,995,1333,371,445,256,470,550,344,290,155,30762,1567,1130,1333,1286,3895,1622,2179,3307,2288,1412,1695,1166,1163,1430,1085,531,661,432,552,419,593,626,390,7.497344058,59.65393424,40.34606576,62.68955431,38.13409283
1635,position1,12,11,11,300,0,102000,Man,FALSE,Caucasian,11,33,64,TRUE,TRUE,Doctoral,13,11,11,300,0,8000000,San Marcos,TX,78666,United States,one,34225,Public Institution,34238,34976,45893,63836,16.56272147,17.02554871,83.43727853,82.97445129,30.58114812,31.28851347,5.987186954,5.32375741,8.922907185,59.72049832,829,6.43713783,8762,190,178,294,143,93,236,170,235,369,303,267,507,345,1039,782,1102,549,810,441,360,133,127,47,42,31191,1666,1797,1662,1032,2805,1680,1631,4808,2881,1718,1591,1482,1229,995,1333,371,445,256,470,550,344,290,155,30762,1567,1130,1333,1286,3895,1622,2179,3307,2288,1412,1695,1166,1163,1430,1085,531,661,432,552,419,593,626,390,7.497344058,59.65393424,40.34606576,62.68955431,38.13409283
1636,position3,5,3,7,150,0,72000,Man,FALSE,Hispanic,10,18,49,FALSE,FALSE,Doctoral,13,11,11,300,0,8000000,San Marcos,TX,78666,United States,one,34225,Public Institution,34238,34976,45893,63836,16.56272147,17.02554871,83.43727853,82.97445129,30.58114812,31.28851347,5.987186954,5.32375741,8.922907185,59.72049832,829,6.43713783,8762,190,178,294,143,93,236,170,235,369,303,267,507,345,1039,782,1102,549,810,441,360,133,127,47,42,31191,1666,1797,1662,1032,2805,1680,1631,4808,2881,1718,1591,1482,1229,995,1333,371,445,256,470,550,344,290,155,30762,1567,1130,1333,1286,3895,1622,2179,3307,2288,1412,1695,1166,1163,1430,1085,531,661,432,552,419,593,626,390,7.497344058,59.65393424,40.34606576,62.68955431,38.13409283
1629,position15,1,0,1,45,0,57000,Man,FALSE,Caucasian,8,9,31,FALSE,FALSE,Master's Degree,13,11,11,300,0,8000000,San Marcos,TX,78666,United States,one,34225,Public Institution,34238,34976,45893,63836,16.56272147,17.02554871,83.43727853,82.97445129,30.58114812,31.28851347,5.987186954,5.32375741,8.922907185,59.72049832,829,6.43713783,8762,190,178,294,143,93,236,170,235,369,303,267,507,345,1039,782,1102,549,810,441,360,133,127,47,42,31191,1666,1797,1662,1032,2805,1680,1631,4808,2881,1718,1591,1482,1229,995,1333,371,445,256,470,550,344,290,155,30762,1567,1130,1333,1286,3895,1622,2179,3307,2288,1412,1695,1166,1163,1430,1085,531,661,432,552,419,593,626,390,7.497344058,59.65393424,40.34606576,62.68955431,38.13409283
1621,position1,1,0,0,50,10,83000,Man,FALSE,Hispanic,22,25,51,FALSE,FALSE,Master's Degree,2,0,0,50,10,160000,Georgetown,TX,78626,United States,one,1394,Private Institution,58111,55453,65397,25996,19.49588477,16.58997637,80.50411523,83.41002363,23.37962963,25.1834349,4.266881353,4.862683335,7.721518987,37.53739931,940,15.0343611,5428,126,85,21,31,85,4,64,38,32,123,156,344,241,834,872,1038,408,404,124,81,207,90,0,20,13875,980,1508,1312,757,500,431,161,450,1157,1022,888,833,1029,738,376,260,385,77,169,266,317,139,120,13336,991,840,1001,818,569,314,198,564,613,1037,1143,793,1031,851,495,214,264,183,159,390,238,240,390,6.430006698,80.81489287,19.18510713,37.12446352,15.60392397
1620,position9,0,0,0,50,1,40000,Woman,FALSE,Hispanic,15,15,39,FALSE,FALSE,Master's Degree,2,0,0,50,10,160000,Georgetown,TX,78626,United States,one,1394,Private Institution,58111,55453,65397,25996,19.49588477,16.58997637,80.50411523,83.41002363,23.37962963,25.1834349,4.266881353,4.862683335,7.721518987,37.53739931,940,15.0343611,5428,126,85,21,31,85,4,64,38,32,123,156,344,241,834,872,1038,408,404,124,81,207,90,0,20,13875,980,1508,1312,757,500,431,161,450,1157,1022,888,833,1029,738,376,260,385,77,169,266,317,139,120,13336,991,840,1001,818,569,314,198,564,613,1037,1143,793,1031,851,495,214,264,183,159,390,238,240,390,6.430006698,80.81489287,19.18510713,37.12446352,15.60392397
1611,position15,1,0,0,18,0,36500,Man,FALSE,Hispanic,7,22,53,FALSE,FALSE,Bachelor's Degree,10,2,4,150,2,3642058,Edinburg,TX,78539,United States,one,19302,Public Institution,51173,51797,63175,30783,15.43445122,17.89928361,84.56554878,82.10071639,29.85264228,31.4159292,7.201440288,4.70790378,16.67020599,38.43703546,648,16.87943262,5798,13,17,80,39,59,53,100,229,350,351,296,442,531,1181,426,477,401,318,194,46,109,86,0,0,13886,1054,1553,1169,759,314,193,288,684,1052,807,1177,1085,1068,617,575,216,292,82,278,156,244,112,111,15724,1491,1252,1170,548,534,306,270,661,831,1086,1245,1467,1018,820,680,336,319,273,214,339,371,229,264,1.6534867,78.56696955,21.43303045,40.77348066,24.88950276
1610,position8,0,0,0,6,0,32000,Woman,FALSE,Hispanic,3,3,25,FALSE,FALSE,Bachelor's Degree,10,2,4,150,2,3642058,Edinburg,TX,78539,United States,one,19302,Public Institution,51173,51797,63175,30783,15.43445122,17.89928361,84.56554878,82.10071639,29.85264228,31.4159292,7.201440288,4.70790378,16.67020599,38.43703546,648,16.87943262,5798,13,17,80,39,59,53,100,229,350,351,296,442,531,1181,426,477,401,318,194,46,109,86,0,0,13886,1054,1553,1169,759,314,193,288,684,1052,807,1177,1085,1068,617,575,216,292,82,278,156,244,112,111,15724,1491,1252,1170,548,534,306,270,661,831,1086,1245,1467,1018,820,680,336,319,273,214,339,371,229,264,1.6534867,78.56696955,21.43303045,40.77348066,24.88950276
1614,position13,6,0,0,167,2,50000,Woman,FALSE,Hispanic,2,8,35,FALSE,FALSE,Master's Degree,10,2,4,150,2,3642058,Edinburg,TX,78539,United States,one,19302,Public Institution,51173,51797,63175,30783,15.43445122,17.89928361,84.56554878,82.10071639,29.85264228,31.4159292,7.201440288,4.70790378,16.67020599,38.43703546,648,16.87943262,5798,13,17,80,39,59,53,100,229,350,351,296,442,531,1181,426,477,401,318,194,46,109,86,0,0,13886,1054,1553,1169,759,314,193,288,684,1052,807,1177,1085,1068,617,575,216,292,82,278,156,244,112,111,15724,1491,1252,1170,548,534,306,270,661,831,1086,1245,1467,1018,820,680,336,319,273,214,339,371,229,264,1.6534867,78.56696955,21.43303045,40.77348066,24.88950276
1612,position11,0,0,0,2,0,26000,Man,FALSE,Hispanic,7,18,50,FALSE,FALSE,Associate's Degree,10,2,4,150,2,3642058,Edinburg,TX,78539,United States,one,19302,Public Institution,51173,51797,63175,30783,15.43445122,17.89928361,84.56554878,82.10071639,29.85264228,31.4159292,7.201440288,4.70790378,16.67020599,38.43703546,648,16.87943262,5798,13,17,80,39,59,53,100,229,350,351,296,442,531,1181,426,477,401,318,194,46,109,86,0,0,13886,1054,1553,1169,759,314,193,288,684,1052,807,1177,1085,1068,617,575,216,292,82,278,156,244,112,111,15724,1491,1252,1170,548,534,306,270,661,831,1086,1245,1467,1018,820,680,336,319,273,214,339,371,229,264,1.6534867,78.56696955,21.43303045,40.77348066,24.88950276
1615,position9,1,0,1,54,0,40000,Man,FALSE,Caucasian,1,3,25,FALSE,FALSE,Master's Degree,10,2,4,150,2,3642058,Edinburg,TX,78539,United States,one,19302,Public Institution,51173,51797,63175,30783,15.43445122,17.89928361,84.56554878,82.10071639,29.85264228,31.4159292,7.201440288,4.70790378,16.67020599,38.43703546,648,16.87943262,5798,13,17,80,39,59,53,100,229,350,351,296,442,531,1181,426,477,401,318,194,46,109,86,0,0,13886,1054,1553,1169,759,314,193,288,684,1052,807,1177,1085,1068,617,575,216,292,82,278,156,244,112,111,15724,1491,1252,1170,548,534,306,270,661,831,1086,1245,1467,1018,820,680,336,319,273,214,339,371,229,264,1.6534867,78.56696955,21.43303045,40.77348066,24.88950276
1616,position6,0,0,2,28,0,42000,Woman,FALSE,Caucasian,4,6,30,FALSE,FALSE,Master's Degree,10,2,4,150,2,3642058,Edinburg,TX,78539,United States,one,19302,Public Institution,51173,51797,63175,30783,15.43445122,17.89928361,84.56554878,82.10071639,29.85264228,31.4159292,7.201440288,4.70790378,16.67020599,38.43703546,648,16.87943262,5798,13,17,80,39,59,53,100,229,350,351,296,442,531,1181,426,477,401,318,194,46,109,86,0,0,13886,1054,1553,1169,759,314,193,288,684,1052,807,1177,1085,1068,617,575,216,292,82,278,156,244,112,111,15724,1491,1252,1170,548,534,306,270,661,831,1086,1245,1467,1018,820,680,336,319,273,214,339,371,229,264,1.6534867,78.56696955,21.43303045,40.77348066,24.88950276
1618,position5,0,0,1,26,0,38000,Woman,FALSE,Hispanic,2,2,24,FALSE,FALSE,Master's Degree,10,2,4,150,2,3642058,Edinburg,TX,78539,United States,one,19302,Public Institution,51173,51797,63175,30783,15.43445122,17.89928361,84.56554878,82.10071639,29.85264228,31.4159292,7.201440288,4.70790378,16.67020599,38.43703546,648,16.87943262,5798,13,17,80,39,59,53,100,229,350,351,296,442,531,1181,426,477,401,318,194,46,109,86,0,0,13886,1054,1553,1169,759,314,193,288,684,1052,807,1177,1085,1068,617,575,216,292,82,278,156,244,112,111,15724,1491,1252,1170,548,534,306,270,661,831,1086,1245,1467,1018,820,680,336,319,273,214,339,371,229,264,1.6534867,78.56696955,21.43303045,40.77348066,24.88950276
1619,position22,0,0,0,2,2,32000,Man,FALSE,Hispanic,1,1,23,FALSE,FALSE,Bachelor's Degree,10,2,4,150,2,3642058,Edinburg,TX,78539,United States,one,19302,Public Institution,51173,51797,63175,30783,15.43445122,17.89928361,84.56554878,82.10071639,29.85264228,31.4159292,7.201440288,4.70790378,16.67020599,38.43703546,648,16.87943262,5798,13,17,80,39,59,53,100,229,350,351,296,442,531,1181,426,477,401,318,194,46,109,86,0,0,13886,1054,1553,1169,759,314,193,288,684,1052,807,1177,1085,1068,617,575,216,292,82,278,156,244,112,111,15724,1491,1252,1170,548,534,306,270,661,831,1086,1245,1467,1018,820,680,336,319,273,214,339,371,229,264,1.6534867,78.56696955,21.43303045,40.77348066,24.88950276
1617,position4,0,0,0,31,0,34000,Man,FALSE,Hispanic,2,2,24,FALSE,FALSE,Bachelor's Degree,10,2,4,150,2,3642058,Edinburg,TX,78539,United States,one,19302,Public Institution,51173,51797,63175,30783,15.43445122,17.89928361,84.56554878,82.10071639,29.85264228,31.4159292,7.201440288,4.70790378,16.67020599,38.43703546,648,16.87943262,5798,13,17,80,39,59,53,100,229,350,351,296,442,531,1181,426,477,401,318,194,46,109,86,0,0,13886,1054,1553,1169,759,314,193,288,684,1052,807,1177,1085,1068,617,575,216,292,82,278,156,244,112,111,15724,1491,1252,1170,548,534,306,270,661,831,1086,1245,1467,1018,820,680,336,319,273,214,339,371,229,264,1.6534867,78.56696955,21.43303045,40.77348066,24.88950276
1613,position1,11,0,0,167,2,72000,Man,FALSE,Caucasian,5,8,47,TRUE,FALSE,Master's Degree,10,2,4,150,2,3642058,Edinburg,TX,78539,United States,one,19302,Public Institution,51173,51797,63175,30783,15.43445122,17.89928361,84.56554878,82.10071639,29.85264228,31.4159292,7.201440288,4.70790378,16.67020599,38.43703546,648,16.87943262,5798,13,17,80,39,59,53,100,229,350,351,296,442,531,1181,426,477,401,318,194,46,109,86,0,0,13886,1054,1553,1169,759,314,193,288,684,1052,807,1177,1085,1068,617,575,216,292,82,278,156,244,112,111,15724,1491,1252,1170,548,534,306,270,661,831,1086,1245,1467,1018,820,680,336,319,273,214,339,371,229,264,1.6534867,78.56696955,21.43303045,40.77348066,24.88950276
1604,position3,2,1,0,66,0,50262,Woman,FALSE,Hispanic,10,10,36,FALSE,FALSE,Master's Degree,8,3,0,204,2,1773330,Corpus Christi,TX,78412,United States,one,10508,Public Institution,42991,42961,55286,36003,10.8930603,14.36219937,89.1069397,85.63780063,28.26128176,25.44403841,4.174189355,3.840434473,12.74822941,49.36119983,838,6.203932875,7293,41,16,18,10,55,4,12,62,235,522,582,926,739,1421,756,692,353,233,218,203,99,40,28,28,17710,1082,1123,1359,677,996,212,390,1323,1618,1042,927,894,1196,1176,955,354,480,387,331,418,348,174,248,19057,1153,1079,1130,786,882,715,407,1138,1673,1052,956,904,1072,1491,1071,328,691,290,364,601,483,482,309,3.745976002,71.76246982,28.23753018,44.36629624,19.46827965
1609,position25,0,1,0,6,0,43250,Man,FALSE,Hispanic,6,6,54,FALSE,FALSE,Associate's Degree,8,3,0,204,2,1773330,Corpus Christi,TX,78412,United States,one,10508,Public Institution,42991,42961,55286,36003,10.8930603,14.36219937,89.1069397,85.63780063,28.26128176,25.44403841,4.174189355,3.840434473,12.74822941,49.36119983,838,6.203932875,7293,41,16,18,10,55,4,12,62,235,522,582,926,739,1421,756,692,353,233,218,203,99,40,28,28,17710,1082,1123,1359,677,996,212,390,1323,1618,1042,927,894,1196,1176,955,354,480,387,331,418,348,174,248,19057,1153,1079,1130,786,882,715,407,1138,1673,1052,956,904,1072,1491,1071,328,691,290,364,601,483,482,309,3.745976002,71.76246982,28.23753018,44.36629624,19.46827965
