,function,sup1,sup2,sup3,sup4,sup5,salary,gender,disabled,race,yearsinposition,yearsinprofession,age,cred1,cred2,highestdegree,inst1,inst2,inst3,inst4,inst5,instbudget,city,state,zip,country,category,instsize,insttype,b19013_001,median,mean,pop,no_male_hs_p,no_female_hs_p,at_least_hs_male_p,at_least_hs_female_p,at_least_bach_male_p,at_least_bach_female_p,male_unemployment,female_unemployment,snap,renter,median_rent,foreign_born,value_for_owner-occupied_housing_units:__total:_,"value_for_owner-occupied_housing_units:__less_than_$10,000_","value_for_owner-occupied_housing_units:__$10,000_to_$14,999_","value_for_owner-occupied_housing_units:__$15,000_to_$19,999_","value_for_owner-occupied_housing_units:__$20,000_to_$24,999_","value_for_owner-occupied_housing_units:__$25,000_to_$29,999_","value_for_owner-occupied_housing_units:__$30,000_to_$34,999_","value_for_owner-occupied_housing_units:__$35,000_to_$39,999_","value_for_owner-occupied_housing_units:__$40,000_to_$49,999_","value_for_owner-occupied_housing_units:__$50,000_to_$59,999_","value_for_owner-occupied_housing_units:__$60,000_to_$69,999_","value_for_owner-occupied_housing_units:__$70,000_to_$79,999_","value_for_owner-occupied_housing_units:__$80,000_to_$89,999_","value_for_owner-occupied_housing_units:__$90,000_to_$99,999_","value_for_owner-occupied_housing_units:__$100,000_to_$124,999_","value_for_owner-occupied_housing_units:__$125,000_to_$149,999_","value_for_owner-occupied_housing_units:__$150,000_to_$174,999_","value_for_owner-occupied_housing_units:__$175,000_to_$199,999_","value_for_owner-occupied_housing_units:__$200,000_to_$249,999_","value_for_owner-occupied_housing_units:__$250,000_to_$299,999_","value_for_owner-occupied_housing_units:__$300,000_to_$399,999_","value_for_owner-occupied_housing_units:__$400,000_to_$499,999_","value_for_owner-occupied_housing_units:__$500,000_to_$749,999_","value_for_owner-occupied_housing_units:__$750,000_to_$999,999_","value_for_owner-occupied_housing_units:__$1,000,000_or_more_",sex_by_age:__male:_,sex_by_age:__male:_under_5_years_,sex_by_age:__male:_5_to_9_years_,sex_by_age:__male:_10_to_14_years_,sex_by_age:__male:_15_to_17_years_,sex_by_age:__male:_18_and_19_years_,sex_by_age:__male:_20_years_,sex_by_age:__male:_21_years_,sex_by_age:__male:_22_to_24_years_,sex_by_age:__male:_25_to_29_years_,sex_by_age:__male:_30_to_34_years_,sex_by_age:__male:_35_to_39_years_,sex_by_age:__male:_40_to_44_years_,sex_by_age:__male:_45_to_49_years_,sex_by_age:__male:_50_to_54_years_,sex_by_age:__male:_55_to_59_years_,sex_by_age:__male:_60_and_61_years_,sex_by_age:__male:_62_to_64_years_,sex_by_age:__male:_65_and_66_years_,sex_by_age:__male:_67_to_69_years_,sex_by_age:__male:_70_to_74_years_,sex_by_age:__male:_75_to_79_years_,sex_by_age:__male:_80_to_84_years_,sex_by_age:__male:_85_years_and_over_,sex_by_age:__female:_,sex_by_age:__female:_under_5_years_,sex_by_age:__female:_5_to_9_years_,sex_by_age:__female:_10_to_14_years_,sex_by_age:__female:_15_to_17_years_,sex_by_age:__female:_18_and_19_years_,sex_by_age:__female:_20_years_,sex_by_age:__female:_21_years_,sex_by_age:__female:_22_to_24_years_,sex_by_age:__female:_25_to_29_years_,sex_by_age:__female:_30_to_34_years_,sex_by_age:__female:_35_to_39_years_,sex_by_age:__female:_40_to_44_years_,sex_by_age:__female:_45_to_49_years_,sex_by_age:__female:_50_to_54_years_,sex_by_age:__female:_55_to_59_years_,sex_by_age:__female:_60_and_61_years_,sex_by_age:__female:_62_to_64_years_,sex_by_age:__female:_65_and_66_years_,sex_by_age:__female:_67_to_69_years_,sex_by_age:__female:_70_to_74_years_,sex_by_age:__female:_75_to_79_years_,sex_by_age:__female:_80_to_84_years_,sex_by_age:__female:_85_years_and_over_,commute_over_60,full_time,part_time,high_rent_burden,extreme_rent_burden
2211,position22,0,0,0,4,1,49088,Man,FALSE,Caucasian,1,1,,FALSE,FALSE,Bachelor's Degree,9,0,2,60,0,1250000,Fairbanks,AK,99775,United States,one,9223,Public Institution,86579,79357,120734,1251,0,0,100,100,75.17730496,32.69230769,8.495575221,10.09174312,0,100,1056,16.25560538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,2,192,87,42,101,46,50,2,0,2,8,12,0,21,0,0,0,0,0,0,327,0,0,0,16,109,31,47,20,71,5,0,0,0,0,17,11,0,0,0,0,0,0,0,0,65.27607362,34.72392638,37.5,37.5
2212,position15,0,0,0,0,0,48131,Man,TRUE,Caucasian,8,3,60,FALSE,FALSE,Associate's Degree,9,0,2,60,0,1250000,Fairbanks,AK,99775,United States,one,9223,Public Institution,86579,79357,120734,1251,0,0,100,100,75.17730496,32.69230769,8.495575221,10.09174312,0,100,1056,16.25560538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,2,192,87,42,101,46,50,2,0,2,8,12,0,21,0,0,0,0,0,0,327,0,0,0,16,109,31,47,20,71,5,0,0,0,0,17,11,0,0,0,0,0,0,0,0,65.27607362,34.72392638,37.5,37.5
2216,position20,1,0,1,6,1,51625,Man,FALSE,Caucasian,2,5,28,FALSE,FALSE,Bachelor's Degree,9,0,2,60,0,1250000,Fairbanks,AK,99775,United States,one,9223,Public Institution,86579,79357,120734,1251,0,0,100,100,75.17730496,32.69230769,8.495575221,10.09174312,0,100,1056,16.25560538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,2,192,87,42,101,46,50,2,0,2,8,12,0,21,0,0,0,0,0,0,327,0,0,0,16,109,31,47,20,71,5,0,0,0,0,17,11,0,0,0,0,0,0,0,0,65.27607362,34.72392638,37.5,37.5
2217,position6,0,0,1,30,5,54225,Woman,FALSE,Caucasian,3,5,28,FALSE,FALSE,Master's Degree,9,0,2,60,0,1250000,Fairbanks,AK,99775,United States,one,9223,Public Institution,86579,79357,120734,1251,0,0,100,100,75.17730496,32.69230769,8.495575221,10.09174312,0,100,1056,16.25560538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,2,192,87,42,101,46,50,2,0,2,8,12,0,21,0,0,0,0,0,0,327,0,0,0,16,109,31,47,20,71,5,0,0,0,0,17,11,0,0,0,0,0,0,0,0,65.27607362,34.72392638,37.5,37.5
2218,position10,0,0,0,7,0,67495,Woman,FALSE,Caucasian,3,3,,FALSE,FALSE,Bachelor's Degree,9,0,2,60,0,1250000,Fairbanks,AK,99775,United States,one,9223,Public Institution,86579,79357,120734,1251,0,0,100,100,75.17730496,32.69230769,8.495575221,10.09174312,0,100,1056,16.25560538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,2,192,87,42,101,46,50,2,0,2,8,12,0,21,0,0,0,0,0,0,327,0,0,0,16,109,31,47,20,71,5,0,0,0,0,17,11,0,0,0,0,0,0,0,0,65.27607362,34.72392638,37.5,37.5
2219,position9,0,0,0,15,0,32000,Man,FALSE,Caucasian,2,3,,FALSE,FALSE,Bachelor's Degree,9,0,2,60,0,1250000,Fairbanks,AK,99775,United States,one,9223,Public Institution,86579,79357,120734,1251,0,0,100,100,75.17730496,32.69230769,8.495575221,10.09174312,0,100,1056,16.25560538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,2,192,87,42,101,46,50,2,0,2,8,12,0,21,0,0,0,0,0,0,327,0,0,0,16,109,31,47,20,71,5,0,0,0,0,17,11,0,0,0,0,0,0,0,0,65.27607362,34.72392638,37.5,37.5
2220,position20,0,0,0,0,0,47673,Man,FALSE,Caucasian,5,5,41,FALSE,FALSE,Bachelor's Degree,9,0,2,60,0,1250000,Fairbanks,AK,99775,United States,one,9223,Public Institution,86579,79357,120734,1251,0,0,100,100,75.17730496,32.69230769,8.495575221,10.09174312,0,100,1056,16.25560538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,2,192,87,42,101,46,50,2,0,2,8,12,0,21,0,0,0,0,0,0,327,0,0,0,16,109,31,47,20,71,5,0,0,0,0,17,11,0,0,0,0,0,0,0,0,65.27607362,34.72392638,37.5,37.5
2221,position20,0,0,0,3,0,32000,Woman,FALSE,Caucasian,2,3,,FALSE,FALSE,Bachelor's Degree,9,0,2,60,0,1250000,Fairbanks,AK,99775,United States,one,9223,Public Institution,86579,79357,120734,1251,0,0,100,100,75.17730496,32.69230769,8.495575221,10.09174312,0,100,1056,16.25560538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,2,192,87,42,101,46,50,2,0,2,8,12,0,21,0,0,0,0,0,0,327,0,0,0,16,109,31,47,20,71,5,0,0,0,0,17,11,0,0,0,0,0,0,0,0,65.27607362,34.72392638,37.5,37.5
2214,position22,2,0,0,3,3,51625,Man,FALSE,Caucasian,2,2,30,FALSE,FALSE,No College Degree,9,0,2,60,0,1250000,Fairbanks,AK,99775,United States,one,9223,Public Institution,86579,79357,120734,1251,0,0,100,100,75.17730496,32.69230769,8.495575221,10.09174312,0,100,1056,16.25560538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,2,192,87,42,101,46,50,2,0,2,8,12,0,21,0,0,0,0,0,0,327,0,0,0,16,109,31,47,20,71,5,0,0,0,0,17,11,0,0,0,0,0,0,0,0,65.27607362,34.72392638,37.5,37.5
2213,position15,0,0,0,0,0,48131,Woman,FALSE,Caucasian,6,3,40,FALSE,FALSE,Master's Degree,9,0,2,60,0,1250000,Fairbanks,AK,99775,United States,one,9223,Public Institution,86579,79357,120734,1251,0,0,100,100,75.17730496,32.69230769,8.495575221,10.09174312,0,100,1056,16.25560538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,2,192,87,42,101,46,50,2,0,2,8,12,0,21,0,0,0,0,0,0,327,0,0,0,16,109,31,47,20,71,5,0,0,0,0,17,11,0,0,0,0,0,0,0,0,65.27607362,34.72392638,37.5,37.5
2215,position1,8,0,2,60,10,77500,Man,FALSE,Caucasian,3,11,32,FALSE,FALSE,Master's Degree,9,0,2,60,0,1250000,Fairbanks,AK,99775,United States,one,9223,Public Institution,86579,79357,120734,1251,0,0,100,100,75.17730496,32.69230769,8.495575221,10.09174312,0,100,1056,16.25560538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,2,192,87,42,101,46,50,2,0,2,8,12,0,21,0,0,0,0,0,0,327,0,0,0,16,109,31,47,20,71,5,0,0,0,0,17,11,0,0,0,0,0,0,0,0,65.27607362,34.72392638,37.5,37.5
2199,position12,0,0,0,0,0,,Man,FALSE,Caucasian,2,3,23,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,position15,2,0,1,60,0,54000,Man,FALSE,Caucasian,2,9,33,FALSE,TRUE,Master's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,position11,0,0,0,0,0,,Woman,FALSE,African American,2,6,24,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,position14,0,0,0,0,0,68000,Man,FALSE,Hispanic,2,2,34,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,position20,0,0,0,15,0,45000,Man,FALSE,Caucasian,2,8,29,FALSE,FALSE,Master's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,position9,0,0,3,100,0,45000,Man,FALSE,Caucasian,2,5,25,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,position16,0,0,3,80,0,45000,Man,FALSE,Caucasian,1,6,26,FALSE,FALSE,Master's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,position25,0,0,0,0,0,33000,Man,FALSE,Caucasian,3,3,35,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,position25,7,0,0,12,0,65000,Man,FALSE,Caucasian,3,3,47,FALSE,FALSE,Associate's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,position25,0,0,0,0,0,25000,Woman,FALSE,Caucasian,1,1,24,FALSE,FALSE,No College Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,position10,0,0,0,0,0,33000,Woman,FALSE,Caucasian,3,3,60,FALSE,FALSE,Associate's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,position25,0,0,0,0,0,52000,Man,FALSE,Caucasian,4,13,65,FALSE,FALSE,No College Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,position9,2,1,4,150,0,55000,Man,FALSE,Caucasian,4,13,35,FALSE,FALSE,Master's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,position15,0,0,1,40,0,45000,Man,FALSE,Caucasian,1,4,23,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,position5,3,5,1,30,0,89000,Woman,FALSE,Caucasian,3,5,37,FALSE,FALSE,Master's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,position27,0,0,0,0,0,,Woman,FALSE,Caucasian,1,3,24,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,position18,0,0,0,0,0,,Man,FALSE,Hispanic,3,3,32,FALSE,FALSE,Doctoral,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,position5,0,0,0,0,0,,Woman,FALSE,Caucasian,1,1,22,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,position9,0,0,0,0,0,,Man,FALSE,Caucasian,1,2,23,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,position20,0,0,0,0,0,31000,Woman,FALSE,Caucasian,1,1,30,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,position17,0,0,0,23,0,45000,Woman,FALSE,Caucasian,3,5,32,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,position15,7,9,2,275,0,86000,Man,FALSE,Caucasian,7,17,40,TRUE,FALSE,Master's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,position12,13,0,10,215,0,86000,Woman,FALSE,Caucasian,7,15,39,TRUE,FALSE,Master's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,position6,0,0,0,0,0,,Man,FALSE,Hispanic,2,5,27,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,position15,0,0,0,0,0,,Man,FALSE,Caucasian,1,1,22,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,position6,0,0,0,0,0,,Woman,FALSE,Caucasian,1,3,23,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,position20,0,0,1,25,0,45000,Man,FALSE,Caucasian,2,7,31,FALSE,FALSE,Master's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,position14,0,0,0,0,0,66000,Man,FALSE,Caucasian,1,1,42,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,position19,0,0,0,0,0,,Woman,FALSE,Caucasian,1,3,22,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,position9,0,0,0,0,0,,Man,TRUE,African American,1,5,26,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,position15,0,0,0,0,0,,Woman,FALSE,Asian American,2,4,24,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,position25,0,0,0,0,0,35000,Man,FALSE,Caucasian,2,2,47,FALSE,FALSE,No College Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,position4,0,0,0,30,0,46000,Woman,FALSE,Caucasian,1,4,27,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,position25,0,0,0,0,0,48000,Man,FALSE,Caucasian,3,3,59,FALSE,FALSE,No College Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,position25,0,0,0,0,0,28000,Man,FALSE,Caucasian,1,1,23,FALSE,FALSE,No College Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,position27,0,0,1,13,0,45000,Woman,FALSE,Caucasian,1,1,27,FALSE,FALSE,Master's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,position10,0,0,0,0,0,34000,Woman,FALSE,Caucasian,3,3,45,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,position20,4,0,1,50,0,56000,Man,FALSE,Caucasian,5,9,36,FALSE,FALSE,Master's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,position6,2,2,3,150,0,56000,Woman,FALSE,Caucasian,4,4,35,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,position4,1,0,1,75,0,54000,Woman,FALSE,Caucasian,2,13,33,FALSE,FALSE,Bachelor's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,position6,0,0,1,53,0,45000,Woman,FALSE,Caucasian,2,8,29,FALSE,FALSE,Master's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,position10,0,0,0,0,0,48000,Woman,FALSE,Caucasian,1,27,60,FALSE,FALSE,No College Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,position6,0,0,1,25,0,45000,Man,FALSE,Caucasian,3,3,35,FALSE,FALSE,Master's Degree,22,13,12,500,1,5400000,Pullman,WA,99164,United States,one,27679,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
